date,series_id,value
2019-10-07,VIXCLS,21.050
2019-10-08,DGS10,3.823
2019-10-08,DGS2,1.409
2019-10-08,CPIAUCSL,258.802
2019-10-08,VIXCLS,20.680
2019-10-09,DGS10,3.845
2019-10-09,DGS2,1.403
2019-10-09,CPIAUCSL,258.889
2019-10-09,VIXCLS,19.760
2019-10-10,DGS10,3.822
2019-10-10,DGS2,1.412
2019-10-10,CPIAUCSL,258.359
2019-10-10,VIXCLS,19.190
2019-10-11,DGS10,3.847
2019-10-11,DGS2,1.419
2019-10-11,CPIAUCSL,258.411
2019-10-11,VIXCLS,20.040
2019-10-14,DGS10,3.824
2019-10-14,DGS2,1.402
2019-10-14,CPIAUCSL,258.609
2019-10-14,VIXCLS,19.800
2019-10-15,DGS10,3.894
2019-10-15,DGS2,1.405
2019-10-15,CPIAUCSL,258.709
2019-10-15,VIXCLS,19.730
2019-10-16,DGS10,3.881
2019-10-16,DGS2,1.408
2019-10-16,CPIAUCSL,258.984
2019-10-16,VIXCLS,19.410
2019-10-17,DGS10,3.882
2019-10-17,DGS2,1.424
2019-10-17,CPIAUCSL,258.822
2019-10-17,VIXCLS,19.570
2019-10-18,DGS10,3.911
2019-10-18,DGS2,1.414
2019-10-18,CPIAUCSL,258.715
2019-10-18,VIXCLS,19.550
2019-10-21,DGS10,3.936
2019-10-21,DGS2,1.411
2019-10-21,CPIAUCSL,258.609
2019-10-21,VIXCLS,20.360
2019-10-22,DGS10,3.906
2019-10-22,DGS2,1.409
2019-10-22,CPIAUCSL,258.609
2019-10-22,VIXCLS,20.010
2019-10-23,DGS10,3.881
2019-10-23,DGS2,1.407
2019-10-23,CPIAUCSL,258.233
2019-10-23,VIXCLS,19.950
2019-10-24,DGS10,3.883
2019-10-24,DGS2,1.400
2019-10-24,CPIAUCSL,258.420
2019-10-24,VIXCLS,19.730
2019-10-25,DGS10,3.922
2019-10-25,DGS2,1.416
2019-10-25,CPIAUCSL,258.844
2019-10-25,VIXCLS,19.260
2019-10-28,DGS10,3.936
2019-10-28,DGS2,1.406
2019-10-28,CPIAUCSL,258.910
2019-10-28,VIXCLS,19.550
2019-10-29,DGS10,3.939
2019-10-29,DGS2,1.401
2019-10-29,CPIAUCSL,258.717
2019-10-29,VIXCLS,18.700
2019-10-30,DGS10,3.839
2019-10-30,DGS2,1.390
2019-10-30,CPIAUCSL,258.689
2019-10-30,VIXCLS,19.130
2019-10-31,DGS10,3.842
2019-10-31,DGS2,1.387
2019-10-31,CPIAUCSL,258.428
2019-10-31,VIXCLS,18.590
2019-11-01,DGS10,3.795
2019-11-01,DGS2,1.399
2019-11-01,CPIAUCSL,258.458
2019-11-01,VIXCLS,19.520
2019-11-04,DGS10,3.827
2019-11-04,DGS2,1.401
2019-11-04,CPIAUCSL,258.154
2019-11-04,VIXCLS,19.420
2019-11-05,DGS10,3.832
2019-11-05,DGS2,1.410
2019-11-05,CPIAUCSL,258.124
2019-11-05,VIXCLS,20.080
2019-11-06,DGS10,3.846
2019-11-06,DGS2,1.417
2019-11-06,CPIAUCSL,258.081
2019-11-06,VIXCLS,20.990
2019-11-07,DGS10,3.838
2019-11-07,DGS2,1.415
2019-11-07,CPIAUCSL,257.460
2019-11-07,VIXCLS,20.060
2019-11-08,DGS10,3.813
2019-11-08,DGS2,1.395
2019-11-08,CPIAUCSL,257.921
2019-11-08,VIXCLS,20.000
2019-11-11,DGS10,3.853
2019-11-11,DGS2,1.397
2019-11-11,CPIAUCSL,258.409
2019-11-11,VIXCLS,19.760
2019-11-12,DGS10,3.882
2019-11-12,DGS2,1.397
2019-11-12,CPIAUCSL,258.369
2019-11-12,VIXCLS,19.700
2019-11-13,DGS10,3.865
2019-11-13,DGS2,1.395
2019-11-13,CPIAUCSL,258.763
2019-11-13,VIXCLS,20.430
2019-11-14,DGS10,3.873
2019-11-14,DGS2,1.390
2019-11-14,CPIAUCSL,258.887
2019-11-14,VIXCLS,20.150
2019-11-15,DGS10,3.857
2019-11-15,DGS2,1.388
2019-11-15,CPIAUCSL,259.086
2019-11-15,VIXCLS,21.050
2019-11-18,DGS10,3.890
2019-11-18,DGS2,1.380
2019-11-18,CPIAUCSL,259.305
2019-11-18,VIXCLS,21.010
2019-11-19,DGS10,3.845
2019-11-19,DGS2,1.371
2019-11-19,CPIAUCSL,258.925
2019-11-19,VIXCLS,20.840
2019-11-20,DGS10,3.846
2019-11-20,DGS2,1.365
2019-11-20,CPIAUCSL,259.092
2019-11-20,VIXCLS,21.970
2019-11-21,DGS10,3.793
2019-11-21,DGS2,1.367
2019-11-21,CPIAUCSL,259.133
2019-11-21,VIXCLS,21.130
2019-11-22,DGS10,3.788
2019-11-22,DGS2,1.386
2019-11-22,CPIAUCSL,259.442
2019-11-22,VIXCLS,20.570
2019-11-25,DGS10,3.747
2019-11-25,DGS2,1.393
2019-11-25,CPIAUCSL,259.864
2019-11-25,VIXCLS,21.310
2019-11-26,DGS10,3.812
2019-11-26,DGS2,1.373
2019-11-26,CPIAUCSL,259.759
2019-11-26,VIXCLS,21.710
2019-11-27,DGS10,3.844
2019-11-27,DGS2,1.374
2019-11-27,CPIAUCSL,259.310
2019-11-27,VIXCLS,21.350
2019-11-28,DGS10,3.824
2019-11-28,DGS2,1.381
2019-11-28,CPIAUCSL,259.246
2019-11-28,VIXCLS,20.930
2019-11-29,DGS10,3.769
2019-11-29,DGS2,1.390
2019-11-29,CPIAUCSL,258.791
2019-11-29,VIXCLS,20.410
2019-12-02,DGS10,3.818
2019-12-02,DGS2,1.384
2019-12-02,CPIAUCSL,259.028
2019-12-02,VIXCLS,20.660
2019-12-03,DGS10,3.798
2019-12-03,DGS2,1.367
2019-12-03,CPIAUCSL,258.984
2019-12-03,VIXCLS,20.190
2019-12-04,DGS10,3.801
2019-12-04,DGS2,1.377
2019-12-04,CPIAUCSL,259.355
2019-12-04,VIXCLS,21.150
2019-12-05,DGS10,3.769
2019-12-05,DGS2,1.372
2019-12-05,CPIAUCSL,259.284
2019-12-05,VIXCLS,20.160
2019-12-06,DGS10,3.844
2019-12-06,DGS2,1.393
2019-12-06,CPIAUCSL,259.800
2019-12-06,VIXCLS,20.920
2019-12-09,DGS10,3.833
2019-12-09,DGS2,1.381
2019-12-09,CPIAUCSL,259.283
2019-12-09,VIXCLS,21.100
2019-12-10,DGS10,3.711
2019-12-10,DGS2,1.404
2019-12-10,CPIAUCSL,259.415
2019-12-10,VIXCLS,21.910
2019-12-11,DGS10,3.778
2019-12-11,DGS2,1.391
2019-12-11,CPIAUCSL,259.272
2019-12-11,VIXCLS,23.260
2019-12-12,DGS10,3.731
2019-12-12,DGS2,1.413
2019-12-12,CPIAUCSL,259.254
2019-12-12,VIXCLS,23.570
2019-12-13,DGS10,3.756
2019-12-13,DGS2,1.416
2019-12-13,CPIAUCSL,259.759
2019-12-13,VIXCLS,25.260
2019-12-16,DGS10,3.743
2019-12-16,DGS2,1.428
2019-12-16,CPIAUCSL,259.614
2019-12-16,VIXCLS,24.930
2019-12-17,DGS10,3.755
2019-12-17,DGS2,1.436
2019-12-17,CPIAUCSL,259.676
2019-12-17,VIXCLS,26.340
2019-12-18,DGS10,3.696
2019-12-18,DGS2,1.449
2019-12-18,CPIAUCSL,259.717
2019-12-18,VIXCLS,27.300
2019-12-19,DGS10,3.712
2019-12-19,DGS2,1.455
2019-12-19,CPIAUCSL,260.030
2019-12-19,VIXCLS,27.190
2019-12-20,DGS10,3.739
2019-12-20,DGS2,1.466
2019-12-20,CPIAUCSL,259.928
2019-12-20,VIXCLS,26.330
2019-12-23,DGS10,3.762
2019-12-23,DGS2,1.454
2019-12-23,CPIAUCSL,259.813
2019-12-23,VIXCLS,25.260
2019-12-24,DGS10,3.772
2019-12-24,DGS2,1.454
2019-12-24,CPIAUCSL,259.512
2019-12-24,VIXCLS,25.060
2019-12-25,DGS10,3.763
2019-12-25,DGS2,1.441
2019-12-25,CPIAUCSL,259.678
2019-12-25,VIXCLS,25.550
2019-12-26,DGS10,3.760
2019-12-26,DGS2,1.442
2019-12-26,CPIAUCSL,259.872
2019-12-26,VIXCLS,24.060
2019-12-27,DGS10,3.803
2019-12-27,DGS2,1.446
2019-12-27,CPIAUCSL,259.234
2019-12-27,VIXCLS,23.100
2019-12-30,DGS10,3.774
2019-12-30,DGS2,1.446
2019-12-30,CPIAUCSL,259.114
2019-12-30,VIXCLS,21.990
2019-12-31,DGS10,3.747
2019-12-31,DGS2,1.461
2019-12-31,CPIAUCSL,259.247
2019-12-31,VIXCLS,22.250
2020-01-01,DGS10,3.817
2020-01-01,DGS2,1.472
2020-01-01,CPIAUCSL,259.190
2020-01-01,VIXCLS,22.230
2020-01-02,DGS10,3.836
2020-01-02,DGS2,1.481
2020-01-02,CPIAUCSL,259.171
2020-01-02,VIXCLS,24.000
2020-01-03,DGS10,3.838
2020-01-03,DGS2,1.494
2020-01-03,CPIAUCSL,258.982
2020-01-03,VIXCLS,24.170
2020-01-06,DGS10,3.863
2020-01-06,DGS2,1.514
2020-01-06,CPIAUCSL,259.268
2020-01-06,VIXCLS,25.170
2020-01-07,DGS10,3.830
2020-01-07,DGS2,1.506
2020-01-07,CPIAUCSL,260.099
2020-01-07,VIXCLS,25.170
2020-01-08,DGS10,3.860
2020-01-08,DGS2,1.503
2020-01-08,CPIAUCSL,259.946
2020-01-08,VIXCLS,24.330
2020-01-09,DGS10,3.852
2020-01-09,DGS2,1.505
2020-01-09,CPIAUCSL,259.806
2020-01-09,VIXCLS,24.380
2020-01-10,DGS10,3.922
2020-01-10,DGS2,1.495
2020-01-10,CPIAUCSL,259.775
2020-01-10,VIXCLS,26.060
2020-01-13,DGS10,3.877
2020-01-13,DGS2,1.491
2020-01-13,CPIAUCSL,260.082
2020-01-13,VIXCLS,26.730
2020-01-14,DGS10,3.877
2020-01-14,DGS2,1.474
2020-01-14,CPIAUCSL,260.501
2020-01-14,VIXCLS,26.830
2020-01-15,DGS10,3.851
2020-01-15,DGS2,1.461
2020-01-15,CPIAUCSL,260.626
2020-01-15,VIXCLS,26.560
2020-01-16,DGS10,3.871
2020-01-16,DGS2,1.478
2020-01-16,CPIAUCSL,260.713
2020-01-16,VIXCLS,26.840
2020-01-17,DGS10,3.893
2020-01-17,DGS2,1.476
2020-01-17,CPIAUCSL,261.042
2020-01-17,VIXCLS,26.570
2020-01-20,DGS10,3.867
2020-01-20,DGS2,1.455
2020-01-20,CPIAUCSL,260.898
2020-01-20,VIXCLS,26.800
2020-01-21,DGS10,3.965
2020-01-21,DGS2,1.459
2020-01-21,CPIAUCSL,261.120
2020-01-21,VIXCLS,27.150
2020-01-22,DGS10,3.937
2020-01-22,DGS2,1.455
2020-01-22,CPIAUCSL,260.905
2020-01-22,VIXCLS,27.340
2020-01-23,DGS10,4.001
2020-01-23,DGS2,1.434
2020-01-23,CPIAUCSL,260.894
2020-01-23,VIXCLS,28.090
2020-01-24,DGS10,3.989
2020-01-24,DGS2,1.425
2020-01-24,CPIAUCSL,261.258
2020-01-24,VIXCLS,27.450
2020-01-27,DGS10,4.010
2020-01-27,DGS2,1.423
2020-01-27,CPIAUCSL,261.114
2020-01-27,VIXCLS,27.820
2020-01-28,DGS10,3.970
2020-01-28,DGS2,1.426
2020-01-28,CPIAUCSL,261.037
2020-01-28,VIXCLS,28.220
2020-01-29,DGS10,3.912
2020-01-29,DGS2,1.420
2020-01-29,CPIAUCSL,260.742
2020-01-29,VIXCLS,28.490
2020-01-30,DGS10,3.921
2020-01-30,DGS2,1.433
2020-01-30,CPIAUCSL,260.327
2020-01-30,VIXCLS,28.660
2020-01-31,DGS10,3.961
2020-01-31,DGS2,1.431
2020-01-31,CPIAUCSL,260.573
2020-01-31,VIXCLS,28.350
2020-02-03,DGS10,3.972
2020-02-03,DGS2,1.459
2020-02-03,CPIAUCSL,260.417
2020-02-03,VIXCLS,27.520
2020-02-04,DGS10,3.983
2020-02-04,DGS2,1.471
2020-02-04,CPIAUCSL,260.596
2020-02-04,VIXCLS,27.670
2020-02-05,DGS10,4.000
2020-02-05,DGS2,1.489
2020-02-05,CPIAUCSL,260.554
2020-02-05,VIXCLS,27.410
2020-02-06,DGS10,4.069
2020-02-06,DGS2,1.505
2020-02-06,CPIAUCSL,260.423
2020-02-06,VIXCLS,27.260
2020-02-07,DGS10,3.995
2020-02-07,DGS2,1.491
2020-02-07,CPIAUCSL,260.784
2020-02-07,VIXCLS,26.240
2020-02-10,DGS10,3.970
2020-02-10,DGS2,1.508
2020-02-10,CPIAUCSL,260.590
2020-02-10,VIXCLS,26.410
2020-02-11,DGS10,4.032
2020-02-11,DGS2,1.541
2020-02-11,CPIAUCSL,260.771
2020-02-11,VIXCLS,25.310
2020-02-12,DGS10,4.017
2020-02-12,DGS2,1.564
2020-02-12,CPIAUCSL,260.441
2020-02-12,VIXCLS,24.800
2020-02-13,DGS10,4.045
2020-02-13,DGS2,1.569
2020-02-13,CPIAUCSL,260.438
2020-02-13,VIXCLS,25.170
2020-02-14,DGS10,4.020
2020-02-14,DGS2,1.557
2020-02-14,CPIAUCSL,260.513
2020-02-14,VIXCLS,25.110
2020-02-17,DGS10,4.060
2020-02-17,DGS2,1.572
2020-02-17,CPIAUCSL,260.854
2020-02-17,VIXCLS,24.690
2020-02-18,DGS10,4.041
2020-02-18,DGS2,1.568
2020-02-18,CPIAUCSL,260.871
2020-02-18,VIXCLS,25.010
2020-02-19,DGS10,3.994
2020-02-19,DGS2,1.572
2020-02-19,CPIAUCSL,260.935
2020-02-19,VIXCLS,25.590
2020-02-20,DGS10,3.941
2020-02-20,DGS2,1.585
2020-02-20,CPIAUCSL,261.332
2020-02-20,VIXCLS,24.080
2020-02-21,DGS10,3.988
2020-02-21,DGS2,1.600
2020-02-21,CPIAUCSL,261.263
2020-02-21,VIXCLS,23.200
2020-02-24,DGS10,3.970
2020-02-24,DGS2,1.591
2020-02-24,CPIAUCSL,261.593
2020-02-24,VIXCLS,23.800
2020-02-25,DGS10,3.990
2020-02-25,DGS2,1.604
2020-02-25,CPIAUCSL,262.033
2020-02-25,VIXCLS,24.390
2020-02-26,DGS10,3.919
2020-02-26,DGS2,1.612
2020-02-26,CPIAUCSL,262.248
2020-02-26,VIXCLS,24.760
2020-02-27,DGS10,3.968
2020-02-27,DGS2,1.610
2020-02-27,CPIAUCSL,262.381
2020-02-27,VIXCLS,24.170
2020-02-28,DGS10,3.958
2020-02-28,DGS2,1.607
2020-02-28,CPIAUCSL,262.473
2020-02-28,VIXCLS,24.480
2020-03-02,DGS10,3.904
2020-03-02,DGS2,1.613
2020-03-02,CPIAUCSL,262.745
2020-03-02,VIXCLS,24.720
2020-03-03,DGS10,3.969
2020-03-03,DGS2,1.636
2020-03-03,CPIAUCSL,262.591
2020-03-03,VIXCLS,23.840
2020-03-04,DGS10,3.987
2020-03-04,DGS2,1.632
2020-03-04,CPIAUCSL,262.425
2020-03-04,VIXCLS,24.630
2020-03-05,DGS10,3.960
2020-03-05,DGS2,1.645
2020-03-05,CPIAUCSL,262.171
2020-03-05,VIXCLS,22.950
2020-03-06,DGS10,3.933
2020-03-06,DGS2,1.636
2020-03-06,CPIAUCSL,262.027
2020-03-06,VIXCLS,23.440
2020-03-09,DGS10,3.918
2020-03-09,DGS2,1.630
2020-03-09,CPIAUCSL,261.954
2020-03-09,VIXCLS,23.130
2020-03-10,DGS10,3.904
2020-03-10,DGS2,1.630
2020-03-10,CPIAUCSL,262.455
2020-03-10,VIXCLS,22.650
2020-03-11,DGS10,3.923
2020-03-11,DGS2,1.630
2020-03-11,CPIAUCSL,262.636
2020-03-11,VIXCLS,21.730
2020-03-12,DGS10,3.922
2020-03-12,DGS2,1.629
2020-03-12,CPIAUCSL,262.801
2020-03-12,VIXCLS,21.020
2020-03-13,DGS10,3.952
2020-03-13,DGS2,1.620
2020-03-13,CPIAUCSL,262.676
2020-03-13,VIXCLS,19.750
2020-03-16,DGS10,3.910
2020-03-16,DGS2,1.613
2020-03-16,CPIAUCSL,262.986
2020-03-16,VIXCLS,19.680
2020-03-17,DGS10,3.876
2020-03-17,DGS2,1.608
2020-03-17,CPIAUCSL,263.172
2020-03-17,VIXCLS,18.850
2020-03-18,DGS10,3.930
2020-03-18,DGS2,1.617
2020-03-18,CPIAUCSL,263.253
2020-03-18,VIXCLS,19.130
2020-03-19,DGS10,3.859
2020-03-19,DGS2,1.623
2020-03-19,CPIAUCSL,263.180
2020-03-19,VIXCLS,19.190
2020-03-20,DGS10,3.913
2020-03-20,DGS2,1.633
2020-03-20,CPIAUCSL,262.955
2020-03-20,VIXCLS,18.900
2020-03-23,DGS10,3.841
2020-03-23,DGS2,1.649
2020-03-23,CPIAUCSL,263.066
2020-03-23,VIXCLS,18.330
2020-03-24,DGS10,3.929
2020-03-24,DGS2,1.649
2020-03-24,CPIAUCSL,263.097
2020-03-24,VIXCLS,18.440
2020-03-25,DGS10,3.913
2020-03-25,DGS2,1.641
2020-03-25,CPIAUCSL,262.899
2020-03-25,VIXCLS,18.550
2020-03-26,DGS10,3.921
2020-03-26,DGS2,1.632
2020-03-26,CPIAUCSL,262.948
2020-03-26,VIXCLS,18.690
2020-03-27,DGS10,3.941
2020-03-27,DGS2,1.654
2020-03-27,CPIAUCSL,262.949
2020-03-27,VIXCLS,19.290
2020-03-30,DGS10,3.949
2020-03-30,DGS2,1.666
2020-03-30,CPIAUCSL,263.236
2020-03-30,VIXCLS,19.160
2020-03-31,DGS10,3.921
2020-03-31,DGS2,1.688
2020-03-31,CPIAUCSL,263.051
2020-03-31,VIXCLS,19.310
2020-04-01,DGS10,3.893
2020-04-01,DGS2,1.704
2020-04-01,CPIAUCSL,262.951
2020-04-01,VIXCLS,19.290
2020-04-02,DGS10,3.854
2020-04-02,DGS2,1.703
2020-04-02,CPIAUCSL,262.815
2020-04-02,VIXCLS,19.180
2020-04-03,DGS10,3.822
2020-04-03,DGS2,1.711
2020-04-03,CPIAUCSL,262.978
2020-04-03,VIXCLS,19.270
2020-04-06,DGS10,3.889
2020-04-06,DGS2,1.713
2020-04-06,CPIAUCSL,263.149
2020-04-06,VIXCLS,19.020
2020-04-07,DGS10,3.898
2020-04-07,DGS2,1.745
2020-04-07,CPIAUCSL,262.854
2020-04-07,VIXCLS,18.280
2020-04-08,DGS10,3.921
2020-04-08,DGS2,1.754
2020-04-08,CPIAUCSL,262.851
2020-04-08,VIXCLS,18.040
2020-04-09,DGS10,3.903
2020-04-09,DGS2,1.777
2020-04-09,CPIAUCSL,262.798
2020-04-09,VIXCLS,18.250
2020-04-10,DGS10,3.958
2020-04-10,DGS2,1.780
2020-04-10,CPIAUCSL,262.925
2020-04-10,VIXCLS,19.050
2020-04-13,DGS10,3.927
2020-04-13,DGS2,1.800
2020-04-13,CPIAUCSL,262.695
2020-04-13,VIXCLS,18.580
2020-04-14,DGS10,3.946
2020-04-14,DGS2,1.805
2020-04-14,CPIAUCSL,262.845
2020-04-14,VIXCLS,19.080
2020-04-15,DGS10,3.944
2020-04-15,DGS2,1.797
2020-04-15,CPIAUCSL,262.991
2020-04-15,VIXCLS,19.290
2020-04-16,DGS10,3.959
2020-04-16,DGS2,1.817
2020-04-16,CPIAUCSL,262.817
2020-04-16,VIXCLS,19.910
2020-04-17,DGS10,3.928
2020-04-17,DGS2,1.808
2020-04-17,CPIAUCSL,263.309
2020-04-17,VIXCLS,19.390
2020-04-20,DGS10,3.941
2020-04-20,DGS2,1.806
2020-04-20,CPIAUCSL,263.138
2020-04-20,VIXCLS,19.350
2020-04-21,DGS10,3.989
2020-04-21,DGS2,1.818
2020-04-21,CPIAUCSL,263.161
2020-04-21,VIXCLS,18.820
2020-04-22,DGS10,3.953
2020-04-22,DGS2,1.825
2020-04-22,CPIAUCSL,263.389
2020-04-22,VIXCLS,18.720
2020-04-23,DGS10,3.979
2020-04-23,DGS2,1.821
2020-04-23,CPIAUCSL,263.555
2020-04-23,VIXCLS,18.170
2020-04-24,DGS10,4.049
2020-04-24,DGS2,1.823
2020-04-24,CPIAUCSL,263.292
2020-04-24,VIXCLS,17.880
2020-04-27,DGS10,4.002
2020-04-27,DGS2,1.843
2020-04-27,CPIAUCSL,263.365
2020-04-27,VIXCLS,18.030
2020-04-28,DGS10,4.008
2020-04-28,DGS2,1.834
2020-04-28,CPIAUCSL,263.101
2020-04-28,VIXCLS,19.010
2020-04-29,DGS10,3.994
2020-04-29,DGS2,1.799
2020-04-29,CPIAUCSL,263.086
2020-04-29,VIXCLS,19.100
2020-04-30,DGS10,3.996
2020-04-30,DGS2,1.815
2020-04-30,CPIAUCSL,262.748
2020-04-30,VIXCLS,18.660
2020-05-01,DGS10,3.978
2020-05-01,DGS2,1.809
2020-05-01,CPIAUCSL,263.287
2020-05-01,VIXCLS,17.360
2020-05-04,DGS10,4.027
2020-05-04,DGS2,1.806
2020-05-04,CPIAUCSL,263.766
2020-05-04,VIXCLS,16.650
2020-05-05,DGS10,3.998
2020-05-05,DGS2,1.818
2020-05-05,CPIAUCSL,263.907
2020-05-05,VIXCLS,16.480
2020-05-06,DGS10,3.960
2020-05-06,DGS2,1.813
2020-05-06,CPIAUCSL,263.660
2020-05-06,VIXCLS,16.480
2020-05-07,DGS10,4.044
2020-05-07,DGS2,1.810
2020-05-07,CPIAUCSL,263.523
2020-05-07,VIXCLS,16.750
2020-05-08,DGS10,3.982
2020-05-08,DGS2,1.828
2020-05-08,CPIAUCSL,264.292
2020-05-08,VIXCLS,16.080
2020-05-11,DGS10,3.978
2020-05-11,DGS2,1.838
2020-05-11,CPIAUCSL,264.249
2020-05-11,VIXCLS,15.760
2020-05-12,DGS10,3.995
2020-05-12,DGS2,1.839
2020-05-12,CPIAUCSL,264.142
2020-05-12,VIXCLS,16.300
2020-05-13,DGS10,3.932
2020-05-13,DGS2,1.827
2020-05-13,CPIAUCSL,264.520
2020-05-13,VIXCLS,16.530
2020-05-14,DGS10,3.991
2020-05-14,DGS2,1.814
2020-05-14,CPIAUCSL,264.115
2020-05-14,VIXCLS,15.680
2020-05-15,DGS10,4.033
2020-05-15,DGS2,1.829
2020-05-15,CPIAUCSL,263.601
2020-05-15,VIXCLS,15.380
2020-05-18,DGS10,4.006
2020-05-18,DGS2,1.838
2020-05-18,CPIAUCSL,263.818
2020-05-18,VIXCLS,15.560
2020-05-19,DGS10,4.076
2020-05-19,DGS2,1.825
2020-05-19,CPIAUCSL,263.448
2020-05-19,VIXCLS,15.470
2020-05-20,DGS10,4.055
2020-05-20,DGS2,1.830
2020-05-20,CPIAUCSL,263.606
2020-05-20,VIXCLS,15.590
2020-05-21,DGS10,4.029
2020-05-21,DGS2,1.800
2020-05-21,CPIAUCSL,263.934
2020-05-21,VIXCLS,15.630
2020-05-22,DGS10,3.987
2020-05-22,DGS2,1.810
2020-05-22,CPIAUCSL,263.901
2020-05-22,VIXCLS,16.110
2020-05-25,DGS10,3.954
2020-05-25,DGS2,1.815
2020-05-25,CPIAUCSL,264.366
2020-05-25,VIXCLS,16.500
2020-05-26,DGS10,3.892
2020-05-26,DGS2,1.805
2020-05-26,CPIAUCSL,264.225
2020-05-26,VIXCLS,16.020
2020-05-27,DGS10,3.922
2020-05-27,DGS2,1.822
2020-05-27,CPIAUCSL,263.909
2020-05-27,VIXCLS,15.880
2020-05-28,DGS10,3.942
2020-05-28,DGS2,1.828
2020-05-28,CPIAUCSL,263.908
2020-05-28,VIXCLS,15.850
2020-05-29,DGS10,3.945
2020-05-29,DGS2,1.824
2020-05-29,CPIAUCSL,263.962
2020-05-29,VIXCLS,15.270
2020-06-01,DGS10,3.918
2020-06-01,DGS2,1.819
2020-06-01,CPIAUCSL,263.753
2020-06-01,VIXCLS,15.140
2020-06-02,DGS10,3.925
2020-06-02,DGS2,1.815
2020-06-02,CPIAUCSL,264.099
2020-06-02,VIXCLS,15.930
2020-06-03,DGS10,3.956
2020-06-03,DGS2,1.828
2020-06-03,CPIAUCSL,263.771
2020-06-03,VIXCLS,15.340
2020-06-04,DGS10,3.865
2020-06-04,DGS2,1.837
2020-06-04,CPIAUCSL,263.891
2020-06-04,VIXCLS,15.150
2020-06-05,DGS10,3.877
2020-06-05,DGS2,1.831
2020-06-05,CPIAUCSL,264.411
2020-06-05,VIXCLS,15.520
2020-06-08,DGS10,3.931
2020-06-08,DGS2,1.814
2020-06-08,CPIAUCSL,264.750
2020-06-08,VIXCLS,15.360
2020-06-09,DGS10,3.945
2020-06-09,DGS2,1.811
2020-06-09,CPIAUCSL,265.159
2020-06-09,VIXCLS,15.290
2020-06-10,DGS10,3.929
2020-06-10,DGS2,1.816
2020-06-10,CPIAUCSL,265.554
2020-06-10,VIXCLS,15.220
2020-06-11,DGS10,3.924
2020-06-11,DGS2,1.805
2020-06-11,CPIAUCSL,265.737
2020-06-11,VIXCLS,14.850
2020-06-12,DGS10,3.974
2020-06-12,DGS2,1.794
2020-06-12,CPIAUCSL,266.034
2020-06-12,VIXCLS,15.110
2020-06-15,DGS10,3.978
2020-06-15,DGS2,1.791
2020-06-15,CPIAUCSL,266.108
2020-06-15,VIXCLS,14.070
2020-06-16,DGS10,4.016
2020-06-16,DGS2,1.796
2020-06-16,CPIAUCSL,265.364
2020-06-16,VIXCLS,13.140
2020-06-17,DGS10,3.980
2020-06-17,DGS2,1.805
2020-06-17,CPIAUCSL,265.454
2020-06-17,VIXCLS,12.760
2020-06-18,DGS10,3.933
2020-06-18,DGS2,1.821
2020-06-18,CPIAUCSL,264.825
2020-06-18,VIXCLS,12.650
2020-06-19,DGS10,3.916
2020-06-19,DGS2,1.795
2020-06-19,CPIAUCSL,264.430
2020-06-19,VIXCLS,11.920
2020-06-22,DGS10,3.906
2020-06-22,DGS2,1.809
2020-06-22,CPIAUCSL,264.447
2020-06-22,VIXCLS,11.730
2020-06-23,DGS10,3.895
2020-06-23,DGS2,1.815
2020-06-23,CPIAUCSL,264.764
2020-06-23,VIXCLS,11.990
2020-06-24,DGS10,3.902
2020-06-24,DGS2,1.807
2020-06-24,CPIAUCSL,264.433
2020-06-24,VIXCLS,11.710
2020-06-25,DGS10,3.934
2020-06-25,DGS2,1.819
2020-06-25,CPIAUCSL,263.855
2020-06-25,VIXCLS,10.890
2020-06-26,DGS10,3.935
2020-06-26,DGS2,1.789
2020-06-26,CPIAUCSL,263.569
2020-06-26,VIXCLS,10.650
2020-06-29,DGS10,3.870
2020-06-29,DGS2,1.763
2020-06-29,CPIAUCSL,263.167
2020-06-29,VIXCLS,10.540
2020-06-30,DGS10,3.859
2020-06-30,DGS2,1.791
2020-06-30,CPIAUCSL,263.243
2020-06-30,VIXCLS,10.460
2020-07-01,DGS10,3.834
2020-07-01,DGS2,1.772
2020-07-01,CPIAUCSL,262.856
2020-07-01,VIXCLS,.
2020-07-02,DGS10,3.889
2020-07-02,DGS2,1.775
2020-07-02,CPIAUCSL,262.961
2020-07-02,VIXCLS,.
2020-07-03,DGS10,3.915
2020-07-03,DGS2,1.759
2020-07-03,CPIAUCSL,263.312
2020-07-03,VIXCLS,.
2020-07-06,DGS10,3.922
2020-07-06,DGS2,1.752
2020-07-06,CPIAUCSL,263.435
2020-07-06,VIXCLS,.
2020-07-07,DGS10,3.892
2020-07-07,DGS2,1.737
2020-07-07,CPIAUCSL,263.475
2020-07-07,VIXCLS,.
2020-07-08,DGS10,3.897
2020-07-08,DGS2,1.751
2020-07-08,CPIAUCSL,263.871
2020-07-08,VIXCLS,.
2020-07-09,DGS10,3.936
2020-07-09,DGS2,1.723
2020-07-09,CPIAUCSL,264.026
2020-07-09,VIXCLS,.
2020-07-10,DGS10,3.939
2020-07-10,DGS2,1.722
2020-07-10,CPIAUCSL,264.222
2020-07-10,VIXCLS,.
2020-07-13,DGS10,3.911
2020-07-13,DGS2,1.708
2020-07-13,CPIAUCSL,264.387
